id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
151,1,1,1,https://bbs.dxy.cn,bbs.dxy.cn,2,uc1.dxy.cn,123.59.77.102,1,0,443,200,OK,丁香园 - 医学交流社区，分享临床经验、病例讨论、考试科研、求职晋升经验,nginx,123.59.64.0/19,AS4808,China Unicom,中国北京北京市,电信,Finder
34,1,1,1,https://bbsapi.dxy.cn,bbsapi.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,443,200,OK,'',nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,IP138Query
37,1,1,1,http://bbsapi.dxy.cn,bbsapi.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,80,200,OK,'',nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,IP138Query
142,1,1,1,http://blog.dxy.cn,blog.dxy.cn,2,"fe.dxy.cn,fe.dxy.cn,fe.dxy.cn","112.124.103.79,121.43.176.163,123.59.77.102","1,1,1",0,80,403,Forbidden,403 Forbidden,nginx,"112.124.0.0/17,121.43.0.0/16,123.59.64.0/19","AS37963,AS37963,AS4808","Hangzhou Alibaba Advertising Co. Ltd.,Hangzhou Alibaba Advertising Co. Ltd.,China Unicom","中国浙江省杭州市,中国浙江省杭州市,中国北京北京市","阿里云,阿里云,电信",Finder
147,1,1,1,https://blog.dxy.cn,blog.dxy.cn,2,"fe.dxy.cn,fe.dxy.cn,fe.dxy.cn","112.124.103.79,121.43.176.163,123.59.77.102","1,1,1",0,443,403,Forbidden,403 Forbidden,nginx,"112.124.0.0/17,121.43.0.0/16,123.59.64.0/19","AS37963,AS37963,AS4808","Hangzhou Alibaba Advertising Co. Ltd.,Hangzhou Alibaba Advertising Co. Ltd.,China Unicom","中国浙江省杭州市,中国浙江省杭州市,中国北京北京市","阿里云,阿里云,电信",Finder
80,1,1,1,http://bz1.dxy.cn,bz1.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
100,1,1,1,https://bz1.dxy.cn,bz1.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
101,0,1,1,http://bz2.dxy.cn,bz2.dxy.cn,1,bz2.dxy.cn,81.69.153.67,1,0,80,502,Bad Gateway,502 Bad Gateway,stgw,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,QianXunQuery
102,0,1,1,https://bz2.dxy.cn,bz2.dxy.cn,1,bz2.dxy.cn,81.69.153.67,1,0,443,502,Bad Gateway,502 Bad Gateway,stgw,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,QianXunQuery
91,0,1,1,https://bzc.dxy.cn,bzc.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,0,443,502,Bad Gateway,502 Bad Gateway,stgw,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,RapidDNSQuery
108,0,1,1,http://bzc.dxy.cn,bzc.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,0,80,502,Bad Gateway,502 Bad Gateway,stgw,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,RapidDNSQuery
40,1,1,1,https://canary.db.dxy.cn,canary.db.dxy.cn,2,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,丁香园 Insight 数据库,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,MySSLQuery
51,1,1,1,http://canary.db.dxy.cn,canary.db.dxy.cn,2,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,丁香园 Insight 数据库,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,MySSLQuery
132,0,0,1,https://care.sim.dxy.cn,care.sim.dxy.cn,2,bzc.dxy.cn,81.69.153.67,1,0,443,,"(MaxRetryError(""HTTPConnectionPool(host='care.sim.dxy.cn', port=806): Max retries exceeded with url: /care (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001D706F61ED0>, 'Connection to care.sim.dxy.cn timed out. (connect timeout=13)'))""),)",,,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
133,0,0,1,http://care.sim.dxy.cn,care.sim.dxy.cn,2,bzc.dxy.cn,81.69.153.67,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='care.sim.dxy.cn', port=806): Max retries exceeded with url: /care (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001D706C9E500>, 'Connection to care.sim.dxy.cn timed out. (connect timeout=13)'))""),)",,,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
56,1,1,1,http://ccr.dxy.cn,ccr.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
75,1,1,1,https://ccr.dxy.cn,ccr.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
18,1,1,1,http://class-uat.dxy.cn,class-uat.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,MySSLQuery
33,1,1,1,https://class-uat.dxy.cn,class-uat.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,0,443,403,Forbidden,403 Forbidden,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,MySSLQuery
45,1,1,1,https://class.dxy.cn,class.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,443,200,OK,丁香公开课 - 丁香园,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,CrossDomainCheck
61,1,1,1,http://class.dxy.cn,class.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,80,200,OK,丁香公开课 - 丁香园,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,CrossDomainCheck
53,1,1,1,https://club.dxy.cn,club.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,1,443,200,OK,'biz2\n',nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,RapidDNSQuery
55,1,1,1,http://club.dxy.cn,club.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,1,80,200,OK,'biz\n',nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,RapidDNSQuery
4,1,1,1,https://codepush.dxy.cn,codepush.dxy.cn,1,codepush.dxy.cn,113.31.106.11,1,0,443,403,Forbidden,403 Forbidden,nginx,113.31.96.0/20,AS4812,China Telecom (Group),中国北京北京市,电信,MySSLQuery
131,0,0,1,http://codepush.dxy.cn,codepush.dxy.cn,1,codepush.dxy.cn,113.31.106.11,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='codepush.dxy.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001D70748BEE0>, 'Connection to codepush.dxy.cn timed out. (connect timeout=13)'))""),)",,,113.31.96.0/20,AS4812,China Telecom (Group),中国北京北京市,电信,MySSLQuery
156,1,1,1,http://d.dxy.cn,d.dxy.cn,2,"fe.dxy.cn,fe.dxy.cn,fe.dxy.cn","112.124.103.79,123.59.77.102,121.43.176.163","1,1,1",0,80,200,,丁香园搜索,nginx,"112.124.0.0/17,123.59.64.0/19,121.43.0.0/16","AS37963,AS4808,AS37963","Hangzhou Alibaba Advertising Co. Ltd.,China Unicom,Hangzhou Alibaba Advertising Co. Ltd.","中国浙江省杭州市,中国北京北京市,中国浙江省杭州市","阿里云,电信,阿里云",Finder
160,1,1,1,https://d.dxy.cn,d.dxy.cn,2,"fe.dxy.cn,fe.dxy.cn,fe.dxy.cn","112.124.103.79,123.59.77.102,121.43.176.163","1,1,1",0,443,200,,丁香园搜索,nginx,"112.124.0.0/17,123.59.64.0/19,121.43.0.0/16","AS37963,AS4808,AS37963","Hangzhou Alibaba Advertising Co. Ltd.,China Unicom,Hangzhou Alibaba Advertising Co. Ltd.","中国浙江省杭州市,中国北京北京市,中国浙江省杭州市","阿里云,电信,阿里云",Finder
28,1,1,1,http://da.dxy.cn,da.dxy.cn,1,all.dxy.cn.w.kunlunsl.com,47.246.42.69,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,47.246.42.0/24,AS24429,ALISOFT Aliyun Computing Co. LTD,美国加利福尼亚圣克拉拉,阿里巴巴,MySSLQuery
36,1,1,1,https://da.dxy.cn,da.dxy.cn,1,all.dxy.cn.w.kunlunsl.com,47.246.42.69,1,1,443,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,47.246.42.0/24,AS24429,ALISOFT Aliyun Computing Co. LTD,美国加利福尼亚圣克拉拉,阿里巴巴,MySSLQuery
47,1,1,1,https://db.dxy.cn,db.dxy.cn,1,868f1b60ac01763c-cl2.qcloudzygj.com,81.69.64.111,1,1,443,200,OK,丁香园 Insight 数据库,,81.69.64.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,CrossDomainCheck
52,1,1,1,http://db.dxy.cn,db.dxy.cn,1,868f1b60ac01763c-cl2.qcloudzygj.com,81.69.64.111,1,1,80,200,OK,丁香园 Insight 数据库,,81.69.64.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,CrossDomainCheck
117,1,1,1,https://di.dxy.cn,di.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,0,443,403,Forbidden,403 Forbidden,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,CrtshQuery
126,1,1,1,http://di.dxy.cn,di.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,0,80,403,Forbidden,403 Forbidden,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,CrtshQuery
48,1,1,1,http://diabetes-bms.dxy.cn,diabetes-bms.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
64,1,1,1,https://diabetes-bms.dxy.cn,diabetes-bms.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
140,1,1,1,http://dq.dxy.cn,dq.dxy.cn,2,"fe.dxy.cn,fe.dxy.cn,fe.dxy.cn","121.43.176.163,123.59.77.102,112.124.103.79","1,1,1",0,80,403,Forbidden,403 Forbidden,nginx,"121.43.0.0/16,123.59.64.0/19,112.124.0.0/17","AS37963,AS4808,AS37963","Hangzhou Alibaba Advertising Co. Ltd.,China Unicom,Hangzhou Alibaba Advertising Co. Ltd.","中国浙江省杭州市,中国北京北京市,中国浙江省杭州市","阿里云,电信,阿里云",Finder
144,1,1,1,https://dq.dxy.cn,dq.dxy.cn,2,"fe.dxy.cn,fe.dxy.cn,fe.dxy.cn","121.43.176.163,123.59.77.102,112.124.103.79","1,1,1",0,443,403,Forbidden,403 Forbidden,nginx,"121.43.0.0/16,123.59.64.0/19,112.124.0.0/17","AS37963,AS4808,AS37963","Hangzhou Alibaba Advertising Co. Ltd.,China Unicom,Hangzhou Alibaba Advertising Co. Ltd.","中国浙江省杭州市,中国北京北京市,中国浙江省杭州市","阿里云,电信,阿里云",Finder
77,1,1,1,https://drugs.dxy.cn,drugs.dxy.cn,1,newdrugs.dxy.cn,175.24.250.217,1,1,443,200,OK,丁香园用药助手,"nginx,Next.js",175.24.192.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
81,1,1,1,http://drugs.dxy.cn,drugs.dxy.cn,1,newdrugs.dxy.cn,175.24.250.217,1,1,80,200,OK,丁香园用药助手,"nginx,Next.js",175.24.192.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
158,1,1,1,http://dxy.cn,dxy.cn,1,dxy.cn,112.124.103.79,1,1,80,200,OK,丁香园_医疗领域的连接者_丁香园生物医药科技网,nginx,112.124.0.0/17,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国浙江省杭州市,阿里云,Finder
159,1,1,1,https://dxy.cn,dxy.cn,1,dxy.cn,112.124.103.79,1,1,443,200,OK,丁香园_医疗领域的连接者_丁香园生物医药科技网,nginx,112.124.0.0/17,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国浙江省杭州市,阿里云,Finder
86,1,1,1,http://e.dxy.cn,e.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,丁香智汇,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,ChinazQuery
93,1,1,1,https://e.dxy.cn,e.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,丁香智汇,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,ChinazQuery
104,1,1,1,http://ebd.dxy.cn,ebd.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,网站建设中...,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
116,1,1,1,https://ebd.dxy.cn,ebd.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,网站建设中...,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
123,1,1,1,https://egw.dxy.cn,egw.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,0,443,403,Forbidden,403 Forbidden,nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,Brute
125,1,1,1,http://egw.dxy.cn,egw.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,0,80,403,Forbidden,403 Forbidden,nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,Brute
74,1,1,1,https://email.dxy.cn,email.dxy.cn,1,email.dxy.cn,175.24.250.217,1,0,443,403,Forbidden,403 Forbidden,nginx,175.24.192.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,RapidDNSQuery
78,1,1,1,http://email.dxy.cn,email.dxy.cn,1,email.dxy.cn,175.24.250.217,1,0,80,403,Forbidden,403 Forbidden,nginx,175.24.192.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,RapidDNSQuery
79,1,1,1,http://enbrel.dxy.cn,enbrel.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
89,1,1,1,https://enbrel.dxy.cn,enbrel.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,RapidDNSQuery
9,0,1,1,https://euat.dxy.cn,euat.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,0,443,502,Bad Gateway,502 Bad Gateway,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,MySSLQuery
10,0,1,1,http://euat.dxy.cn,euat.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,0,80,502,Bad Gateway,502 Bad Gateway,nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,MySSLQuery
30,1,1,1,https://exam-uat.dxy.cn,exam-uat.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,443,403,Forbidden,403 Forbidden,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
39,1,1,1,http://exam-uat.dxy.cn,exam-uat.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,80,403,Forbidden,403 Forbidden,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
35,1,1,1,https://exam.dxy.cn,exam.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,1,443,200,OK,exam-mobile,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,IP138Query
42,1,1,1,http://exam.dxy.cn,exam.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,1,80,200,OK,exam-mobile,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,IP138Query
84,1,1,1,http://exp.dxy.cn,exp.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,Brute
105,1,1,1,https://exp.dxy.cn,exp.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,Brute
83,1,1,1,https://file.dxy.cn,file.dxy.cn,1,1kctk9yp.e0.sched.ovscdns.com,23.236.99.89,1,1,443,200,OK,'',stgw,23.236.99.0/24,AS21859,ZNET,美国德克萨斯达拉斯,层峰网络,RapidDNSQuery
95,1,1,1,http://file.dxy.cn,file.dxy.cn,1,1kctk9yp.e0.sched.ovscdns.com,23.236.99.89,1,1,80,200,OK,'',stgw,23.236.99.0/24,AS21859,ZNET,美国德克萨斯达拉斯,层峰网络,RapidDNSQuery
141,1,1,1,https://go.dxy.cn,go.dxy.cn,2,uc1.dxy.cn,123.59.77.102,1,0,443,403,Forbidden,403 Forbidden,nginx,123.59.64.0/19,AS4808,China Unicom,中国北京北京市,电信,Finder
155,1,1,1,http://go.dxy.cn,go.dxy.cn,2,uc1.dxy.cn,123.59.77.102,1,1,80,200,OK,丁香园_医疗领域的连接者_丁香园生物医药科技网,nginx,123.59.64.0/19,AS4808,China Unicom,中国北京北京市,电信,Finder
41,1,1,1,https://h.dxy.cn,h.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,1,443,200,OK,"您访问的页面不存在 随便逛逛
      
          The page you visited does not exist 
          just stroll around",nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,IP138Query
57,1,1,1,http://h.dxy.cn,h.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,1,80,200,OK,"您访问的页面不存在 随便逛逛
      
          The page you visited does not exist 
          just stroll around",nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,IP138Query
112,1,1,1,https://h1.dxy.cn,h1.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,1,443,200,OK,"您访问的页面不存在 随便逛逛
      
          The page you visited does not exist 
          just stroll around",nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,Brute
120,1,1,1,http://h1.dxy.cn,h1.dxy.cn,1,bzc.dxy.cn,81.69.153.67,1,1,80,200,OK,"您访问的页面不存在 随便逛逛
      
          The page you visited does not exist 
          just stroll around",nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,Brute
16,1,1,1,https://hao.dxy.cn,hao.dxy.cn,1,bz2.dxy.cn,81.69.153.67,1,0,443,200,,丁香机构号,nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
19,1,1,1,http://hao.dxy.cn,hao.dxy.cn,1,bz2.dxy.cn,81.69.153.67,1,0,80,200,,丁香机构号,nginx,81.69.128.0/18,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,MySSLQuery
115,1,1,1,http://hbd.dxy.cn,hbd.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,80,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,Brute
122,1,1,1,https://hbd.dxy.cn,hbd.dxy.cn,1,bz1.dxy.cn,117.50.93.63,1,1,443,200,OK,'\n\n\n\n\nredirect in 1 second ...\n\n\n',nginx,117.50.64.0/19,AS4808,China Unicom,中国北京北京市,电信,Brute
69,1,1,1,https://i.dxy.cn,i.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,443,200,OK,丁香园 - 医学交流社区，分享临床经验、病例讨论、考试科研、求职晋升经验,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,CrossDomainCheck
71,1,1,1,http://i.dxy.cn,i.dxy.cn,1,todclb.dxy.cn,212.129.163.50,1,0,80,200,OK,丁香园 - 医学交流社区，分享临床经验、病例讨论、考试科研、求职晋升经验,nginx,212.129.160.0/22,AS45090,Shenzhen Tencent Computer Systems Company Limited,中国上海上海市,电信,CrossDomainCheck
7,1,1,1,http://index.dxy.cn,index.dxy.cn,1,dxy.1datatech.cn,101.89.190.170,1,1,80,200,OK,监测平台,nginx/1.13.10,101.88.0.0/15,AS4812,China Telecom (Group),中国上海上海市,电信,MySSLQuery
12,1,1,1,https://index.dxy.cn,index.dxy.cn,1,dxy.1datatech.cn,101.89.190.170,1,1,443,200,OK,监测平台,nginx/1.13.10,101.88.0.0/15,AS4812,China Telecom (Group),中国上海上海市,电信,MySSLQuery
148,1,1,1,http://job.dxy.cn,job.dxy.cn,2,"fe.dxy.cn,fe.dxy.cn,fe.dxy.cn","121.43.176.163,123.59.77.102,112.124.103.79","1,1,1",0,80,200,OK,丁香园 - 医学交流社区，分享临床经验、病例讨论、考试科研、求职晋升经验,nginx,"121.43.0.0/16,123.59.64.0/19,112.124.0.0/17","AS37963,AS4808,AS37963","Hangzhou Alibaba Advertising Co. Ltd.,China Unicom,Hangzhou Alibaba Advertising Co. Ltd.","中国浙江省杭州市,中国北京北京市,中国浙江省杭州市","阿里云,电信,阿里云",Finder
